comments,Helpful
i just bought this soft wear for my for my garmin and its for now i have to spend . more for the update!!!this just sucks!!!,0
"whos mainly doing live recordings will be frustrated with this application. first it needs a lot of time yet to find out how to make a simple recording, because there are several steps to take. maybe its a good application for djs, i dont know because i am not into this, but as a simple recording program i would recommend garageband - i do classic music ensemble recording with multitrack overdub and was always frustrated with the confusing interface of ableton live. i just want to open a program and click on record, not first for each function study the manual. so i am much more happy with garageband. if ""live"" is freeware it would be acceptable, but for bucks i am awaiting something better!",0
"i just buy this program,but i can't used because the code keys dosen't work i just try to contact costumer support,but they didn't help me they have a stupid sistem, when you entered the keys code became a pop up who said the key code is not acepted, i'm sick and tired about costumer support, for this reason i can't used this program,,,,it realy sucks!!!! don't buy it......",0
"i am new to amazon.com and all i wanted to do is buy the windows xp super pack, but you just keep showing all these other products and there is nowhere for me to just buy it and go, so i guess you just lost a customer because if you make it this hard for me to check out and be on my way, then i might as well just go to the store and pick it up myself. thanks anyway but i really dont want to sit here and keep trying to buy this item and getting everything else plus the kitchen sink. so maybe later on down the road i'll try you again and see if youve made it any easier to just put an item in your cart , check out and be done, without all the song and dance about everything else you keep trying to sell me. sincerely, queencolleen.",0
"easy to install and navigate. automatic incremental backups are completed randomly. sometimes they work, other times they abort. can't determine why.",0
"just installed roxio creator . suite and i'm now in an endless loop with a tivotogo ""enter playback password"" loop. even a reboot won't get rid of the endless nag. no password will shut it up either. apparently it is related to the roxio media manager services. now let's see about that legendary roxio customer support...",0
program works as it should in generating the detailed maps. i will only be able to test the maps when we go to the us in a couple of months.,0
"this c i do not recommend, i recommend microsoft visual c ++, the book windows game programming for dummies. these are good things, to get. i look up on web sites and found a site and he is a video game designer and programmer. he recommended these. so, get the advanced one and not this one. borland is not a good company to by from. microsoft is the leading company so this is good but spend a little bit more money, about dollers is. so in conclusion, i recommend some other software to use if you want a good solid software, altough this is a software.",0
"this software is very hard to use. the help video goes too fast, the manual doesn't cover everything and nothing is intuitive. i have used a lot of software and this is just not worth the money.",0
"i bought this program a while ago, for a function it couldn't do, but it is, in my opinion, the best mp creator.",0
"i ordered two books. the prices were quite good, and i got the books in good condition in time for christmas. i have nothing bad to say about the process. it was quite easy, and even with the mailing charges much cheaper than i could have gotten at local stores.",0
"office - well - for a start it looks and works a lot better than previous versions of office. including the new programs (project, infopath and notes)only problem i could find is that the font look as though they are made up of coloured dots when they are black.i coulnt find any other problems.",0
"my dad got this for me to supplement a latin textbook i have been studying for my high school language course. it is quick and easily understandable. you get plenty of words and phrases, which is perfect for a traveler. if you want to learn the language for the sake of knowing it, not travel, however, you'd better get a book to supplement this. it doesn't teach about pluralization, verb conjugation, or other oddities that the language holds, such as, in latin, the ending -m which implies a direct object. the latin cd also does not use the dashes over the vowels (ie. ,,,,). overall, i am very happy with the product and with the price of $ . (usd), but i am also quite glad i have my textbook (ecce romani) to go with it.",0
"i love mac, ok, but not being able to email a file is a huge overlook!!i just typed up a pages document and i can't gmail it or send it via webmail. i'm upset.so what if it's compatible with other programs unless it can be sent to people with those other programs! thats the main reason that compatability is important in my opinion.don't get me wrong, it is a great program. pretty intuitive actually. but as far as business is concerned...........big pain in the buti just bought the iwork and i needed to type up a proposal asap.",0
as stated when i bought the card it was for use for my holiday in florida but it arrived after i left for my holiday.i have since lent the garmin sat-nav and card to work friend and he used it in florida and said it worked ok my family and friends are going to florida for christmas&new year and i will try the card for myself.,0
"i've been a long time buyer of magix products, i think they're an incredible company but do not buy this collection thinking it will work in a cd-rom drive (like most dvd movies do). i purchased it from magix (for twice this price) and nowhere did it say i needed a dvd-rom to use it. j&amp;r music world (another great store) advertises this here as a cd-rom media format, it's not. it was very disappointing seeing that i was really interested in trying this newest collection of soundpools. i never got the chance to try it so i give it stars, i'm sure the content is excellent. buy only if you have a dvd-rom drive!",0
"i use turbo tax software every yr..since and this is the first time i have had an error in the software. who do i contact about this mistake. can you give me a number to call intuit and tell them about the mistake and see if anyone else has had this problem ...it is on the dependant page, there is no back or continue button. you are just stuck when you get to this page.thank youjoyce o vespie",0
"i don't have the product (had to add a star value to enter this comment so i went in the middle) but these reviews were not what i wanted to hear. i recently switched over to mac because i gave up on trying to keep my pc running, error, virus and spyware free - which seemed to be impossible. the mac has been great for over a year now but the one thing i miss from the pc was dragon dictation - i was happy with that program. very accurate, wrote way faster than i could ever type and spelling was % accurate except for some words that sound the same but have different meanings.i was hoping to get a similar program for the mac but after reading reviews for this and viavoice, i don't know.",0
i have used mcafee antivirus for years and it is an excellent product. i bought the suite this time and found it will not allow you to run a different firewall (zonealarm) in my case. that is the only negative i have found so far. the mcafee firewall seems sufficient so far.,0
"i already have the dvd of monster-in-law.....it is awesome!!!! if you are wondering how i have it, i got it from indonesia....(its pirated) but still, its awesome.",0
this new version is not compatible with windows machines and the installer will prevent you from loading it on machines with windows . this info is also in the small print on the side of the box. i didn't know this before and assumed it would work. mcafee will work windows .,0
i bought this for my husband because he wanted to learn a new language. it is so easy to learn that we have the whole family involved.,0
"straight and simple. it doesnt copy every dvd. it does copy a lot of them. some dvd movies are css protected, some are not. companies like pixar and disney spend a little extra money on css encryption coding- to keep all dvd profits in-house. i dont blame them. after all its a business. the mouse is a billionare ya know? so all you trendy people who buy their computers from walmart because they have dvd burners... stay out of blogs about technology you dont understand nor want to take time to learn about. some of you are trying to experience big budget movies on "" tvs anyway.it only gets stars from me beacuse they havent figured out the css encryption problem yet.i have over movies at home....some are copies some are the originals. its about codes and profits, knowledge and ignorance. which side are you on?",0
arrived on time and easy to use. i already have city navigator for the garmin cx and it has a lot more streets than this one has for the garmin oregon.,0
adobe photoshop just got stronger. i have used version . and i am now using cs. it is a lot better with a lot of new features.the lny bad thing about it is the welcome screen. it is killing me. it takes a year to show up.,0
"i purchased this math cd for my daugther in rd grade who struggles in math. she has used the cd but doesn't seem to enjoy it as much as i was hoping she would. it is possible that she may like it more if i look through it, see how it works b/c maybe she isn't playing it properly but i don't know that for sure b/c i haven't had the time to check it out...the item arrived a few days after i placed the order so that was not a problem it's just the actual cd that doesn't seem great but perhaps it is better than i realize...",0
no problem getting this up and running as a &quot;workstation&quot;. no more of a chore than any flavor of windows i've ever tried. but my reason for buying red hat linux is to use it as a server os. over two weeks into attempting to integrate my linux server into a windows client environment and still not being successful at it makes me think there has to be a better way.,0
"i've owned xp for a couple of years, and its a great system. it doesnt crash, its easy to use, and its customization is much better then vista and mac osx (but not better then linux.) its the most professional, its used by business people. its also great to have if your a bit geekier. you can change the themes. code and game if you want. its just more flexible (mac osx/vista isn't.)right now i'm running vista (i hate it, and so do all my freinds) and on another computer (a shiny new imac) i have apple. it comes down to this:xp > mac osx > vista. and linux goes somewhere in there depending on who you are.overall xp is the best. there are a few exceptions, like being dumb/effortless, or being a professional photographer/video maker, but xp is better for normal stuff. and no one, and i mean no one, should use vista.",0
"have photoshop elements and like it very much. however, almost every time you start it it says update required and it then downloads adobe photoshop album- no matter what. no matter how often you uninstall it, it comes right back with the next suggested update.i might live with it except, i believe, that once album works with your pictures you can't access them any more without album. it's like outlook express. i may be wrong on this, but be aware of the possibility. you also get it when you update reader.i rate pse because i can't stop the downloads of ps album starter edition.i don't know if this happens with .",0
"i've got to say; you have to have an interest in ancient culture to play this game. it gets pretty boring otherwise. also, i am stuck at the part of the cave where you have to answer what pacal was afraid of. i tried talking to the hospital-bound what's-his-name, but he didn't know and now the hospital is closed, apparently never to open again. this must be a glitch of some sort and it really annoyed me! this game is nearly impossible so you have to use a hint website--overall, i think, the worst of the nancy drew games i've played so far.",0
"good if you want to speak the spanish of the minority. only % of the native spanish speakers live in spain. the grammar of the spanish from spain (or as some incorrectly call it, the castilian spanish, although castilian -castellano- and spanish -espa&ntilde;ol- mean the same in spanish) the ""interesting"" grammar of the so called castilian spanish (the misuse of direct and indirect objets, and the confussion between the perfect and simple past tenses) are anomalies in the latin american spanish: that means for million speakers in latin america. you choose!",0
"received the product on a saturday. still in box, but computer prompted me to enter product id number on sunday. microsoft word is overwhelming at this point; prefer works. am sure this is powerful, effective software, but seeking help is frustrating. video glimpses of product features offer little insight. at this early point in my microsoft usage, i think the product is a bit expensive and doesn't exactly fit my need for a usable word processing program.",0
i'm still lucky that italians seem to speak english and like doing so.the cd did help me understand more and if i had been a good student i think it would have been quite successful.,0
" was not wanted or needed, i needed . my friend took me to a computer programer, and he put in profesionalknow i have radio, and can watch movies and all that stuff. thank i'll be back to buy other products.later.",0
"just your average recorded, repeat-after-me instruction.lol i can't believe they suggested the tag ""gifts for wife"". yes, serb men certainly shouldn't put up with non-serbian speaking women... especially after the wedding. hehehe sorry, i have to make fun. they're my people.",0
"one of the things that is absolutely killing the mac platform (less than % marketshare, as of mid ) is the astronomically higher prices you must pay for software. apparently windows users can get a basic version of quicken in the $ range (let's face it, who uses the deluxe features anyway?) but mac users are paying upwards of $ . i have an old verson of quicken that came with my original imac. i have no intention of upgrading. apple is not going to be around for the long term anyway. the software vendors like intuit are making sure of that.",0
"this is the best personal financial management software available, hands down. the new changes in the upgrade are a bit annoying, such as a totally new &quot;home page&quot; that is difficult to customize and reports that have been made so &quot;easy&quot; that they are difficult. but, other than that, still the best!",0
"during the brief browsing of this review list, i noticed plenty of complaints which may or may not be directly related to this product. the product can only perform as well as the system on which it is installed. for a real review of any software, dont trust someone who knows next to nothing about computers and how they work. instead go to any number of online places for fair and honest information (there are plenty of people whose profession is evaluating and reviewing software...)rather than trusting the ramblings of some secretary who only knows how to use or products and log in to her aol account. you could be unhappy for the wrong reason just becuase you listen to someone who doesnt know the first thing about what they are telling you...!",0
it's a very good movie. my favorite part was when eliza was rescuing the elephants. she used her heart to rescue them. i would watch the movie again.,0
"o.k.--let me first say this--i'm no prude by any means-- but was all the sex really that necessary? it was to the point of being gratuitous. i mean, we are all sexual beings, but this film went a tad overboard with the heterosexual as well as the homosexual sexual escapades.other than that, i really liked this movie. the acting was superb by everyone. jullianne moore has always been a favorite of mine--why she hasn't snagged as oscar yet is beyond me. her performance is matched by annette bening. i'm convinced, come awards season, nominations will be kind to them both. and what can you say about mark ruffalo???--he is just beyond sexy in this film.i just wish the film had a little less sex and a little more moore/bening dramatic interaction.",0
"it seams to be a good product,i really haven`t got a chance to practice with it. it will take a while to learn to use",0
merchandise was delivered in about days and was in good condition. i have no complaints. i would buy from this person again.,0
"it is beyond me why this is the most popular distribution. it feels clunky and unfinished, it certainly offers nothing more (and for multimedia support considerably less) than other packages out there. documentation is pitiful. it's not the cheapest either. i personally think that running linux on the desktop is as practical as driving around town on a mack truck, but if you insist on giving it a whirl you'll be better served by the like of mandrake or suse.",0
"great expansion pack, worth the bucks, and yeah its only not sk and whoever cant pay dollars for somethin needs to get outta mommys basement and get a job.",0
i have a new pc and everything required and still have a fuzzy picture and lots of noise. need a lot of setup time to make it work. not what i expected.,0
"game was interesting and fun however, had some parts that were a little hard for children. some things in the game were not good for some young children to see or hear. make sure you review the game before letting your daughter play it.",0
"this dictionary is over-rated and not worth the money. yes the format of the rd edition is an improvement, since in early editions it was hard to mine through all the data to get to the point. bauer is still too wordy, and for the price of this book you can get a thayer, and lsj middle, and a greek concordance to the nt.",0
"adobe pse not the best but the best program is ps cs , anyway this is goodstart by using this program.",0
"ok...i'm assuming that this is a great product, but since i don't have a dvd player in my computer, i wouldn't know. i love the version.",0
my year old daughter bought this and she loved it so much that her twin wanted one of her own. its interactive babies leave off where you do like a game so her sister wanted her own game. santa brought her one and now we were told she can't use it on our computer because it recognizes it as the same game. now only one of our children can use it unless she doesn't care that someone else will change the way she has it set up with her own baby and her adopted baby. cute program but not with alot of interested children in one house! we'll be returning the other one!,0
"the lesser this is the case being better adobe unfair buisiness practices may never backfire on em, cause thyve been an apple clone, like their customers,theyve been using the same software update after update till their brains have turned to mush, corel is better the box is better, they have a few more artistic minded programers and its easier to use,",0
"once again, microsoft has put out a product that is not ready yet. i resent paying $ to be a beta tester for microsoft. the install was going along smoothly until a report came out that said almost all of my devices might not work. i guess i should be thankful that i was informed about this before the new o/s was completly installed. i am not returning it, i am just going to wait until it is fully supported.the thing that bothers me most is that the devices that i use are not uncommon or obscure. they are mainstream things like a printer, scanner, router, cable modem, etc..i purchased win me several moths ago and installed that instead. that seems to be the theme with ms, buy it when it comes out and wait until you can use it.",0
"my daughter likes the typing game. however, it does lots of harm to the computer. after installing and running this game, my computer is totally ruined!",0
"this was purchased for a child, at the request of that child. personally, i don't care for the game. it was clearly scraped together at the last minute to exploit the film - it's a generic pirate game with no distinguishing characteristics except johhny depp on the jewelcase cover. i rather resent that.in addition, it performs poorly with windows xp, and there is no patch that i can locate. the -year old recipient of the game manages to make it work, but even he thinks it's a rip-off: fun enough, but nothing special. he's playing it while he waits impatiently for ""potc ii"".",0
"i am somewhat ambivalent towards flash cards, but my son will sit down and read through the entire pack. and it gives him a fun game to play with his mother. so it is kind of like a ripley's book only broken down into cards. i think anything that encourages small kids to read has to be a good thing. so, i bought him another pack of cards yesterday. again, he sat down and read through it and was ready to play it with his mother when she came home.",0
"the catz game is one of my favorite, but it could be better. like teach tricks and enter contests. here are the cons.-bad graphics-no challeng-very limited choices-un fun backroundsi got a nintendo ds and got the nintendogs game and its a blastsooooooooooooo fun. get a ds and that game. its worth dollars!!!!!!!! ",0
"i bought quicken since i wanted to be able to keep track of my expenses. i am taking a class to learn to use it. i am not yet proficient with it, but it seems promising.",0
"i found ilife was good, but i was expecting more online backup spacethan was offered. perhaps i need a little more time to work with it.",0
"lots of bugs, lots of frustraton, in fact the worst distro i've installed. won't bore you with details, just tell you not to bother with this version. maybe they'll get it right in the next version.",0
i have used several beginning alphabet programs with my year old. i was looking for something new for my year old and this was well reviewed. i find it totally incomprehensible. it was somewhat entertaining for the year old. we kept trying to guess which letter was represented on the screen. it was useless for letter recognition or phonic sound.,0
"i am so tired of hollywood, and indies, getting on the bandwagon for lesbian rights, showing them to be so, so normal. give me a break; lesbians raising two kids is not normal. i'ts wierd.",0
all of these games are great.they are very fun and challenging.you never want to stop playing for a second.some of the best games ever thought up and invented.you are always anxious for another one to come out.buy any of them and it will be a good investment of your money.,0
"hi , i recently used this sofware and found it to be very good.yes it does crash but i have never lost my work as it is all there when you start it up again, this is by far the most powerful software i have seen, but you dnt have to be a professional to use it. i reccomend it highly",0
"this product is not bluetooth, but usb. either i didn't read the description well enough, or it was not clear in the product info. i didn't need another usb gps sender, as i already have one that came with microsoft streets and trips. i returned this product because of the misunderstanding.",0
nod and kerio are better programs and secure you computer better. if m$ themselves use nod and kerio don't you think you should as well?,0
"if you want a features list, go to the site - everything it says it can do it does, but the cost is an odd complement for the features. is it worth the ease and intigration for the extra dollars over visual c++ . ? i'm not that sure, but i think you might rather take the extra hour or so to create a window with api or mfc than earn the extra money - then again, it might be because i haven't graduated highschool yet. hopefully that will not bring up any prejudices, as i did make sure i attempted at all the options, and i must say i am happy with the product, but would i recommend paying the toll? no - although the server tools and language integration (i can now work with a friend who uses java), the cost is very steep.",0
not much to say. norton anti-virus seems to protect me as i wanted it to. the liveupdate function keeps my virus protection current without my having to remember to do the updates,0
"well, for a game that uses the unreal engine, the graphics are pretty disapointing.the music sound tracks are soooo cool!really cool! and the sound effects are decent. i expected more. and the physic's aren't perfect, but the storyline, voice acting, and game play is great. there are five video modes available: direct d, software rendering, opengl, dfx glide, and s metal. well, i chose opengl since my nvidia mb sdram agp geforce mx / with latest drivers worked best and looked best with opengl mode, so.( - fps avg, on d d - fps avg). there are many rts elements in deus ex, and the tutorials are very helpful. i recommend this game for rts/first person shooter game play storyline diggers. :]",0
"was on time, nothing wrong with it. its not anything very exciting, i got it for my bf. he likes it.",0
"as a rebuttle to the prior review, i have not ordered this program, but i would like to make a correction. using &quot;diga&quot; to answer the phone is very common in most spanish speaking countries. this may be confusing, but many words are conjugations of other words, and &quot;diga&quot; comes for &quot;decir&quot; meaning &quot;speak.&quot; the program is not wrong, but it may not be effective in explaining all pertinent information.",0
"why would any person buy winnt. one you can't install games on it because it's not any newer then win / /xp. xp is much better. allow me to explane. one xp runs faster then nt, it lets you install every game on it! this winnt is newer then win but it's still very old!",0
"is a great software easy to use more explicit than black ice, this porgrma don't have the software conflicts how have norton (iterrupt other aplications) and mcafee (hard to uninstall) you can block the things you need to block and that make the progam very flexive or you can use the default configurations (high, medium, etc..) but i only give to the program stars because wen i check the program vulnerability i see the program permit the conection with horse programs well if you have a good av you can use this firewall i have this combination a good av (norton) with winxp (wirwall on) and the zonealarm turned on and i don't have problems with my computer, anyway if you don't have winxp use the zonealarm with a good av and have the last with the dat files and you have a great security on you computer",0
"lots and lots of features, but intended for a mac, i guess. do a &quot;save as&quot; and your new pic/doc is still &quot;untitled- &quot;. close the app down and it prompts you to save everything you've already saved! worse than that tho is the one-day guarantee. it's buggy, twice in one day i had to delete the preferences file to make it use the color i wanted. i was forced to upgrade from v . .... i bought a new 'puter and had downloaded (and bought, yes) v . to the first one and had deleted the install file (duh) in the end however, i do use it quite a bit in my web business. gif animations are limited to one frame(layer) rate, which pse is unaware of when you reopen it. and if you save an un-animated gif, you lose your layers (unless there's some feature i haven't noticed!)",0
"this was the best harry potter game ever.here was where the four stars came in, you couldn't move harry wherever you want him to go.if you press""left"" he goes north!!!the direction always changes(north = east).i don't really care about magicus extremos or the bertie botts every flavor beans.but i do care about pumpkin pasties and cauldron cakes.they revive your health.the magicus extremos did absoulutely nothing!nothing!i like the enormous spell casting and triwizard tournaments.!",0
"cute story, but be forewarned. if you don't mind hearing the f word about + times in a movie - than this movie is for you. it's a great story and i love the actors in it - but...a bit much - serious - it was a lot. i wish someone would have warned me...so - there you go!",0
"i got this game for christmas one year, and thgis is what i have to say. first of, this game is actually another jp game called scan command, just released under a different title. second, there are only dinosaurs you can control, and most of them are very weak (including spinosaurus). third, it has little to do with the storyline of the movies. the game makes you think an ancient tribe of people lived on the island and worshiped the dinosaurs! i'm being completely serious!the last thing is that my computer could show most of the d landscape because the computer (brand new, i should mention) wasn't powerful enough!!!! besides for this, it is a pretty good game, just for those do-nothing days. buy with caution!!!",0
"i am using this software for week and i found it really sophisticated compared to norton system works .but during week period,i experienced some problems with my computer and i highly doubted it related to that software(i had to use my recovery disk once).i think easy uninstaller in that package is not efficient enough.you know it has many fancy features but not much reliable.but i only have week experience and i have to keep an eye on it for more complete review.",0
"it would appear that most people who wrote comments complaining about the new xp's registration feature do not really understand software licensing. i think that it's incredible shrewd for microsoft to incorporate the technology to decrease on pirating. this will eventually lead to cheaper software for people who actually buy rather than borrow or pirate softwares. each program should only be loaded on a single computer anyway! the program has powerful enhancements, but for the average user who uses only % of the features, office is probably suffice, but for business, there are indespensible enhancements to increase productivity. buy a tutorial book and enjoy it's power!",0
"this game is very boring, it makes barney look fun. in truth this game is very tedious because the levels are too easy, and the last on is the easiest, i do not recommend this game.",0
"this program is bad. it has ok editing features but after i captured something and said stop capturing, the program did not let me capture more but only edit. don't use this program. period.",0
"i bought it,and the software is good, but i don't recieve a key to update.this software broke my firefox mozilla...that's it.ernesto.",0
"~ ~ ~ does this tablet work for vista?? ~ ~ ~i want to buy it, however im afraid it wont work with my vista notebook",0
they were nice. although not to knowledgeable about the disk i ordered. had to send it back. but they were quick to respond. i do hope that the charge to my credit card will soon show they refunded me as it was almost $ . . so far is still on my credit card statement.,0
"just got it, but noticed it still has all ms games (minesweeper, freecell, etc.), but no word for windows here. still it looks very promising! had to download canon drivers, but that took minute (for both) from their website!",0
"as a new mac convert ( year on a macbook) i was actually eagerly looking forward to leopard largely for time machine - to easily and simply manage backups for our family's macs.sadly, apple stripped out the most important network backup functionality from time machine just before retail release and further ... i (and frankly many others) have found curious disk compatibility issues with leopard and time machine that are reproducible and worrisome. i have several usb disks that i attempted to use with time machine (even after extensive reading of apple's support forums) that are corrupted and unusable after the attempt to use with time machine.i remain unsuccessful in getting time machine to reliably work.the other features of leopard are nice, but few are really compelling other than time machine.i would wait as apple should have done .. until this product is really ready for end users.",0
"i bought this adobe suite to primarily learn computer graphics and page layout software. the learning curve is so steep i lost time, money, sleep and interest. couldn't adobe come up with a creative suite light for those of us who don't or can't spend years learning how to use these software packages?",0
my -year old finished this entire game in the first day he had it. he said it does the same old things that all prevous ones did. he doesn't want any future spy fox games unless they find away to make their games more challenging and interesting.,0
haven't had much opportunity to use product yet but looks as though the graphics are very good and the maps are very well detailed. program was very user friendly and easy to install.,0
"in my opionion, act! is clearly still the best contact manager on the market. i am not talking about a complex crm solution, but it is a fine contact manager. i am not using the outlook and palm interfaces and i don't have any complains other than it is slow if you are running many programs at the same time.the built in email features are okay, seach features are excellent. just give it a day trial and compare to goldmine, maximizer and others.",0
"after reading various reviews on how great this product is i purchased it and have yet to be able to use it. i installed it and when i started the program it immediate caused my pc to reboot. after several unseccussful tries i uninstalled it and reinstalled it. this time it seemed to work, however the next day when i tried to open it, once again it kept rebooting once again. i have tried everything i can think of but the problem continues. it might be a great program like many claim, but so far i can't say much good about it other than it didn't cost me alot.",0
"i ordered this for my middle school kids to get a good start on pre-algebra and algebra this summer. they both complain about how boring it is, and it is a fight to get them to use it. according to my kids, most of it is just text with a few short quizzes here and there. why isn't there a reader rabbit algebra!?",0
"i suppose this game would be great fun if only you have the accelerator that it requires. after i discovered that it wouldn't run on our very new, very high-tech pc, i tried to find the accelerator that it required, to no avail.",0
"i was very disappointed with this program. but i was also thinking it would be more comprehensive and include more than just basic words and phrases. even so, the male and female guides in the program often pronounce the words slightly different which can be frustrating. i learned more icelandic (along with correct pronounciations) while in iceland than i did with this program. and besides, anyone under the age of in iceland speaks english.",0
"luego de un largo tiempo de esfuerzo por dominar access, my data base es una brisa de aire fresco.f&aacute;cil e intuitiva de comprender y usar, adem&aacute;s de tener numerosos formatos prehechos, puede armarse una base custom. los formatas de entrada de datos son totalmente editables, pudiendo incorporarse, modificar campos o agregarlos a&uacute;n despu&eacute;s de agregar datos. los formatos de reporte para impresi&oacute;n son personalizables, con numerosas formas de sort y filtrado para ajustarlos a variadas necesidades.con algunas pruebas y pocas consultas a un &uacute;til help, pude armar una base de datos con trabajos de investigaci&oacute;n m&eacute;dica para un comit&eacute; de bio&eacute;tica, que funciona sin fallas hasta ahora.estoy agradecido a la soluci&oacute;n que me ha brindado. en mi criterio, muy recomendable.",0
like other video-game to movie titles this could have (and should have) been a lot better than it was.movie makers just see these things as a way to make more money..like d..they dont actually care about it..its just something for the sheep to be drawn to...and then get fleeced.,0
"i bought this product as a gift and so i don't have a final review, but it is cheap and if someone wants to learn the language, this will work for them.",0
the game is contain little toys that unable to jump i cant reach woods and swing is very dufficult and you need token for level i am not jokeing in level you need pizza plant token in level you need pizza plant token in zurg stage need token. help toy and get token i gave stars because i didt seen last level so when i am new in this game if you are new in game write these token number. now about buzz: your favourite buzz lighter have came in your game now you dont need his action figuare. andys favourite toy was kippnaded by al. he is dying for money buzz have to save woody before andy came home.,0
i found the software more challenging than i expected. i have also been studying with another kind of software which has a totally different approach to the study of the electric guitar. at this point i haven't made enough progress to be more thorough in my remarks.,0
"i did not have any trouble using virtual pc, however one problem it has that cannot be avoided is the slow speed the microsoft os operates at. while running windows xp on virtual pc, it was constantly at % usage resulting in very slow response. eventually i just gave up on it and i don't think this item is worth the frustration of having a slow pc on your mac.",0
fritz is great software for the any chess player. many features make fritz a good investment for anyone who wants to improve their game.,0
"i have downloaded it to my computer, but as yet have not figured out how to use it. i wanted it for a mailing list.",0
"if this game is anything like the demo, perhaps it would be better to wait and see, in the demo at least the controlls were a bit obscure and the reaction time was less that desireable, also the graphics are sub-par considdering what windows is capable of. some of the problem might be that i'm use to d game boy games, not d playstation games. i hope the real game explains how to control the characters better.",0
