comments,Helpful
"i want to know if this actron cp elite autoscanner pro diagnostic code scanner kit (includes cp base scanner, obdi & obdii cables with hard case)can be used to check jeep vehicles.i have a mechanical shop in venezuela for to repair several jeep vehicles.we would appreciate you rush answer.regardsarcel yanez",0
i purchased this pump to replace a wellbro unit that had failed on my ' pontiac. the wellbro was noisy and difficult to install. the carter is quiet and came with everything i needed to get it in and pumping. a great unit for the price.,1
"worked fine, simple to use, although not perfectly intuitive - i had to look up in the manual to realize that you had to hold down the erase key for awhile to activate it. also had to refer to the manual to find out that you had to turn the car key to the on position for it to work. they could have printed this info on the device to make it easier...buying this for $ saved me a ""$"" repair that the shop fraudulently claimed was needed!recommended.",1
"after installing this kit on my dodge ram (.l v), i noticed immediate gains in acceleration and gas mileage (from to mpg hwy), topped off my a nice throaty growl!!! well worth the money, and not that difficult to install, even for a shade-tree mechanic like myself. recommended!",1
it just bought this mp player about a month ago and just recently there has been a problem. for some reason i cant change the volume not a big deal but at the same time it is. if anyone can figure it out your input would be nice but other than this problem this mp player is great.,0
i returned this item over weeks ago and have not been received reimbursement? plezse respond and update me on reimbursement? thank you!,0
"i'm using the tender to keep the batteries in my boat, that is on its trailer next to my house, up to full charge throughout the winter. one battery is a water filled type with high cranking amps used to start the v, hp engine and the other battery is a sealed gell, deep-cycle for running the ""house"" electronics. the charging requirements are different for each battery and i was assured by the manufacturer that this charger/tender could meet the specific needs of both types without a problem. i installed the tender and within hrs. both batteries were fully charged and in maintenance mode. keeping the batteries fully charged through the winter should extend their usefull life and have me ""good-to-go"" in the spring. i'm very pleased so far with the performance and cost of this product.",1
"the power leads supplied are short, and the location for connecting them to the inverter is too low to allow the terminals to clear a shelf or any flat surface, so the unit must hang over an edge or the terminals bent, or turned sideways.",1
"there is a little metal tooth thing inside this monkey that looks like it wants you to touch it, but if you pry the top off with a wrench and stick body parts in there to touch it, you better be grounded buddy because you're in for the ride of your life. this thing must have a jiggawatt capacitor in there or something because i blacked out and didn't wake up for hours after touching it, and it wasn't even plugged in at the time. i can't stop blinking lately either. be careful when dissecting this little tazer-wannabe!!!",0
"i recently purchased this mattress for a three year old, and am very pleased with the speed of shipping and the quality of product. it is a perfect first mattress, but it is a wonder as to how they were able to send it in such a small box. care should be used in opening due to the vacuum packing, and that massive inrush of air.",1
"although i have not had a need to record on this product, i'm sure that because of the name it will be ok. one aspect of ordering on amazon.com with free delivery.....that usually means slow delivery....so, if your not in a rush, and you can wait, it's worth saving a few extra $$$$.",0
"i have an ' polaris sportsman , which by itself is not a slow machine. once i added this filter as a replacement for the original, however, it was a whole different ballgame. i immediately notice the boost to acceleration and pickup from the motor, and as someone who rides mostly off-road in the desert i'm sure i'm adding longevity to the bike as well. simple install; fits directly in place of the stock filter. a very inexpensive way to grab a few more horses.",1
"i have a ford explorer with , mi. the check engine light indicated a catalytic converter issue. i ultimately used cans and drove about highway miles in days and the light went out and has stayed out for a couple of months now - pretty cheap solution.",1
"half of the packaging is covered with warnings about the lead in the paint of this device. works fine but after reading the warnings on the package, i want to wear gloves every time i touch it.",0
"i have been using two of these in my garage for over a year and find them to be very helpful in finding that just-right spot to conserve space. the only problem i have had is that they have a tendency to scoot a little over time. so if you are depending on them to remain in place be careful. once you find the sweet spot take a sharpey pen and mark each corner so you can adjust them from time to time. overall, it is a good product.",1
"the power dome being the most expensive portable power i've purchased comparing to the ones sold at checker auto, it has a longer lasting battery than most. unfortunately, they still use the cheap plastic clamps that's already broken which i ended up replacing them with metal battery clamps. the cheap one sold at checker auto did the same thing. they should have put the metal clamps on in the first place. average.",1
"the main pro of this product is that it looks real enough. i wouldn't place it directly in view for a would-be robber to see because the person could tell it's not connected to the car's electrical system in any way (and is therefore fake). thankfully my radio has been stolen already so i was able to place it inside where the hole is, just showing, and it looks like it could be attached to something.the con is the thing is garbage. yes it is cheaply made, it's just alternates flashing lights. the battery life on this thing is ridiculous. lasts about - days, roughly - hours per day on aaa batteries. not exactly what i was looking for. oh well.",1
this is a fun game to play with others. i played it a lot with my niece and nephew. it is a good family type game if your kids have a bit of coordination because you have to work together to accomplish things.,0
"amazon needs to update their photo file on this product!!!! it is misleading to put a picture of a dispenser & hand cleaner combo, then only send out the dispenser!!!! as far as the product goes, the dispenser is star quality, but amazon missed the boat on this one!!!! change your damn picture!!!!!",0
"i've used this product with some solid success, yet i've actually found that this gas crisis is so out of hand, i've resorted to drastic measures.recently i converted my cadillac to utilize water as fuel from an easy to install kit, i obtained online from a company called [..]",0
"this is another good scope by a well known brand - night owl, and should work well for most. i prefer it to the cyclops as well - it has a much nicer shape.",0
"i was buy this great notebooks, with wide screen is perfect for today notebook.the screen is very cleary, the sound is amazing for notebook.but i have some litle trouble. is about hybernation. everytime i close lid my notebook. it go to hybernate, but sometimes this notebook turn on it self without i do something. this notebook turn on. what happen whit this?so if i don't want this notebook auto on, i give my notebook belt after i close lid, and the problem solved. does anyone else have this trouble? and how to fix it?",0
this works fine - got it in the time promised. the only difficulty is that there is not much of an instruction manual.,1
"it wasn't clear by the description that you were unable to use the inflator while plugged in. however, it performed more than adequately with a full charge. note: you can use the car adaptor in a power emergency - when the battery is almost fully discharged.",1
"this product suck for vehicles with larger tires. riding over the first bump is ok, but i am always afraid that the vehicle will also run over the second one since the size is not much larger. if you are not careful you could give it too much gas and then risk driving over the second bump. this can cause damage to your vehicle or garage.",0
i does not do anything special for a standerd engine. end end end end end end end end end end end end end end end end end end end end end end,0
"i've never had to use it --hope i never will. it's very small which concerns me if i ever had to use it as intended to knock out the car window, i'm not sure it would do it. i can always use my fist, right?the embedded blade is fine --it should cut through seat belts with no problem. the little black cap at the top is spring loaded & supposed to generate enough force to break tempered glass --not sure but also not willing to test it out. happy the glass man is rich enough!its small enough to fit on your key chain w/out being too obtrusive, i hang mine from the rear view mirror so it's handy should the need arise.i've seen the full size version & may pick one up as i would feel much more confident in it.",0
"wow i thought thule was the company for this type of stuff. boy was i mad after a trip from nj to sc. the bag was mounted to my roofrack and was a little noisy (top be expected). but when i got to sc and opened the bag....the horror! the inside lining shredded and flaked off on everything! there were also holes along the to seam! what a mess...and i couldn't use the bag on the way home....had to ship my stuff home! i just wrote thule....we'll see if they come thru for the customersept. , thule sent me a replacement, an escape . great customer service....but does this mean the escape is better? is the quest inferior? there was no coorespondence with the repalcement...i'll try it out this summer.",1
"i bought this series of products based on the recommendation of a local person i hired to patch my friend's leather car seat. he told me that my chair in the house was not leather and reccommended this product to clean it. i'm glad i tried it in a small obscure spot as recommended, as it took the color out of the spot i tested. my chair is indeed leather i think and this is not the right product. i have tried it on other vinyl products with the same result. perhaps you will have better luck than i did. i won't be purchasing any more of these products by this brand name. live and learn.",0
"i obught it, installed it to find i cant connect it to the back of my radio becuase the plug was rippe dout, the sound sounds pretty good gotit wit fast shipping nice to deal with",0
i would not buy this product again. it does what it should but if i had to do it again i would just stick with detaling microfiber towels from viking/cobra.,0
this was the best thing i ever bought for camping. my husband thought i was crazy but when we woke up in the morning and we did not have to walk a half a mile to the bathroom he was thanking me for buying it. everyone should have one.,1
"i've been running this battery for over years in a cold climate in my subaru wrx (. l flat ) without issue. the starter has started to sound a little weak on colder mornings, though so i just picked up a new one.one thing to note, this battery does not come with the posts (terminals) in the picture. shame on you amazon. show a picture of what you sell. the posts are available for around $. also, the battery is cheaper at the website i ordered the first pc from, [...]. i should have checked there first. i would have saved over $.",1
"this tool probably has some value for those instances when the impact required to remove a stubborn screw is not so demanding. but, i found it totally useless to remove a screw securing my audi tt brake rotor. because this is basically a broad handled screwdriver, the unit cannot be held solidly when striking the end. it automatically turns in your hand as it tries to loosen the screw. but, it is heavy. it'll make a nice boat anchor.",0
"unfortunately, this product did not work for me as advertised. i purchased it after reading many reviews, but in those other reviews, the people were talking about something specific: certain chemicals that it was supposed to contain, chemicals that made it what it was. without them, it was just like chevron gas. as i take care of my car, this did absolutely nothing for me, unlike the seafoam that i used on my engine, so i would recommend to anyone who is reading this to use seafoam if you get the chance, and read some guides on it. it is not only fun, but also a great cleansing agent.",0
"i attempted to use this mixer with lb bags of cement to use with quikcrete walk maker molds. lbs is really just too much for it to handle. it did eventually mix it, but after all the work to roll it and the need to clean the mixer periodically, i found it more effective to just go back to the wheelbarrow and hoe.i wont be getting rid f it just yet though. it is a great idea and effective for smaller batches, just not what i needed it for,",1
"you need sets of these `yakima q clip sets' and the corresponding `yakima roundbars roof rack cross bars' (check your vehicle dimensions for the proper lengths), if you are planning to install a ski rack or any type of enclosure unit. i had these installed professionally for a little bit more money, and it was worth avoiding the hassle. they come with an extra set of keys and are very strong. they are simple and sleek. definitely a `must have' for a truck owner.",1
"feel like the baddest man in town with this tasty new treat from pilot. nostradamus weekly has predicted that skull shift knobs are going to be the next big fad to hit the states, so i advise you to buy at least a case so your friends don't miss out. i've already bought amazon.com out, you'll have to prowl the net to get your hands on these.",0
"i bought this shocks for my wife's grand marquis, which had monroe on it. what a difference they made in ride quality! now the car rides luxurious like it should and not like a boat with the monroe shocks. also has a little better handling. depending on the application (which in my case it worked!) this shocks are a good buy!",1
"the item itself works great, if it is plugged into the wall. it uses batteries on a daily basis....but if you keep it plugged up, it works great!",1
"we just purchased the pt-aeu on // and spent a lot of time evaluating this projector. what we found: the unit is attractive in appearance and has a nice menu selection for adjustments. setup was simple and easy. we tried s-video, pc input, and finally the hdmi cable. there is a difference in quality from s-video and hdmi, so i recommend you use the hdmi. colors are ok, not bad but not outstanding. i was very critical on the optics and expected better clarity in focus and sharpness but for $ the quality is ok, not bad but not excellent. we are using a delite video spectra . "" width screen and are filling the entire screen from a distance of ~feet (~m). if i had to grade the pt-aeu it would get a `c' thus passing.",0
very cheap. materials are cheap and very flimsy. would not recommend it for fuel. reminds me of the giant pixy stix powder candy.,0
"i have a large leather chair for work. i spend most of the day in front of two computers so when the temperatures in southern california go up the leather ceases to be comfortable .. for me. so i purchase this seat from amazon. i have used it everyday for the last months and it is very comfortable. infact i'm sitting on it now.quality seems good so far, i don't expect to have to replace it for quite a while.",1
"the first couple of days the charger worked fine. now it doens't work properly, nothing should fail so quickly after purchase, a definite do not buy.",0
"some agm batteries specified charging voltage of no more than .v, but this charger will go up to .v, and it stays at .v for about % of the maintenance mode pulses.this is way too overvoltage and could damage your battery, shorten the lifetime of it. i found it out the hard way.protect your agm battery, be careful when you choose your charger, just because they ""said"" it's for agm , doesn't mean it's always % fool proof.",1
"cyrus chestnut is a wonderful young talent and this cd showcases him terrifically. i strongly disagree with a previous reviewer that this is even close to easy listening. first, cyrus plays extremely aggressively. without ever losing his touch he bangs the heck out of the keyboard on some selections. this is, after all a trio (which is joined by a saxophonist on three songs that all work). the trio is a classic jazz lineup and sometimes, it is exactly what you want to hear. this cd rewards on the first listening and is still pleasing me!",0
"the sound is almost all mushy bass, lacking any clarity, definition and midrange. i've heard better units costing half as much. never again.",0
"the blade itself works well, but the handle isn't designed well for traditional ice scraping. i created a new start-up company during a recent snow storm, we remove excess snow and ice from roofs, driveways, and sidewalks.knowing shovels would not be adequate, i purchased icedozers in hope for more efficient workmen. i came to realize my men were coming to work with sore backs, blistered hands and shattered egos. my start up is now losing money because of this faulty product, it should really only be recommended for small houses.if you still wish to try your luck with this product, there is a modification that can increase your productivity. i found that taping/gluing a broom handle to the icedozer will allow you more leverage while while scraping. none the less, be sure to know an accurate square footage estimate of the property you will be working on. i would not use this on a house larger than , square feet, or , if you are using the broom handle modification.",0
"despite the title, rack mount hardware is not included or available. you can lay it flat on a shelf and it's u high: sort of a poor-man's rackmount.",0
"this arrived in a box that had been previously opened and re-taped as well as squashed. the product looks to be very stable and well made. it would be nice to see some detailed pictures or a description as to what the various attgachments are for and how to use them.i read the directions and it's hard to figure out what's to be used for what.frankly i'm a bit dissapointed in amazon regarding this product. i will try to assemble and figure out. if not, it's going back!",0
"i got this at a brick-and-mortar store for pretty much this price. i was surprised at how accurate it was considering the price. it does require some coordination to get it sealed properly, but it's not that difficult.the main problem that spurred me to give this review is the fact that i tried to use it yesterday after several months without touching it and got a low battery indicator. i haven't even had it for a year, and only used it a few times! from what i remember, the packaging (long thrown-away) says the battery is not user-replaceable.i'd rather get something a bit more expensive but that will last.",1
i bought a pair of these bosch wiper blades for my ford fusion and they are pretty much shot at months. this blade leaves streaks and smears on most of the driver's side which i think is due to the length of this blade. this happens even though i clean the windshield and blades often. the shorter passenger side seems to wipe better but is still not great. the driver's side blade has now developed a nick in the blade resulting in a bead of water that is never removed from my field of vision. i actully put the original blades back on and they perform better than the bosch blades ever did. i recommend not buying these blades.,1
"overall a good product. heats quickly and very comfortable.only drawback is the straps are basically useless,too short and weak. you will need to find a way to secure the cushion.i would buy again.",1
"this was not why i expected. i thought it would be an easy gadget, but it was not. it doesn't even have an on/off button. the turntable never worked. the instructions suggest what u need to do should the turntable not spin. i didn't even try it, just a waste of time. amazon's return policy makes it so easy to return the item back that i have no regrets on getting it as long as it was from amazon.",0
i bought this set and they look nothing like the picture. they are a chrome color with no gray variations. they are vaper guns not titan i dont know where they got that from.prosi oredered these sprayers on sat and got them tues great fast delivery. looks like they are good quality.,0
"this is a nice product, that sells itself on not needing to look up codes. however, they do not make it very clear, that this feature only works for ford, gm, chrysler and toyota. if you have any other car, do not spend the extra money. get the less expensive unit, since you will have to go on the web to look up the code definitions anyway.",1
the battery is ok and will probably work fine for years but it is expensive. i did not see the compatibles when i purchased this item or i would have saved a lot of money.,0
"this item is not compatible with a cigarette lighter. i bought one and it came with two connectors to attach directly to the terminals on a car battery. the instruction manual specifically states that the unit cannot be powered by a cigarette lighter, but the smaller and models can.",1
"i give points as i cannot access my video footage to comment on quality. the camera is easy to record. it is like all other camcorders. the print on the camera is very difficult to read even with glasses. i am no technopeasant by any means. i have read and reread the instructions. i can not get the camera to rewind or playback. i called jvc. yesterday i was on hold for min. when a female picks up the phone, says, i think! call back tomorrow and slammed the phone down. i tried for hours today to get through, even to get through to an operator. no luck, jvc sucks. customer service is the nd biggest consideration you should take once you decide to buy an expensive product. without the customer service how can we get operation information when help is needed . think about it! won't you!",0
"purchased these to protect our flooring in our rav and i am seriously impressed with the fit. the liners look as though they are built into the vehicle and the fit is very impressive.we purchased the front, rear and cargo liners and all of them are durable, well-fit and a wonderful addition to the vehicle.a word of advice though: the driver side liner comes with floor hooks that look very similar to those of the rav but the hook included is a tad higher with a somewhat more aggressive looking hook....use this hook and save yourself the trouble of installing the liner twice or having it slip around. the added thickness and contour of the liner requires that you use the included hooks.",1
"i bought one of these at walmart for around $ when i couldn't find my no-name inverters. this one has worked great, i take it on every plane trip i go on. normally i use this to power my laptop ($ for an inverter is better than - for a laptop-specific dc power adapter, if you can even find one). one time when the battery was low, the inverter kept shutting itself off. it would work for a few seconds, then quit until i unplugged + plugged it back in. my theory is that when the laptop battery was extremely low, the power adapter was drawing more wattage than this little inverter could handle. other than that one time, i've had no problems. has a little fan noise, normally not noticeable. definitely recommended, nicer (better built) than the no-name inverters i've tried.",1
"i cannot tell how well this will work until the power goes out, so far so good. i assume it will be fine as we have used these before with good results.",0
"appears to be a nicely made product but it says that it will fit and lug wheels. will not fit "" wheel. probably fine on "".",1
this puller works as advertised. its narrow enough to get down to the base of the plug boot in heads that have recessed plugs. if you are buying this to reach the plug boots on a gm . () this will work with some modification as well as the engine moving tool to rock the engine forward. however there is a purpose built tool for this particular engine for pulling stuck boots off cylinders and .,1
this jump starter has the capacity to jump start diesel engines and everything else i've used it on; i only wished it came with the cigarette outlet cable that is an option...if it also had that i would have rated it with stars.,1
"i bought these off of tire rack for $ plus shipping. $ total. rip off. i had dot approved $ lights that outshined these expensive bulbs by a wide margin. the low beams are a nice color of white. not purple/blue. plus, it is not very bright. not as bright as my old cheap bulbs. the high beams are also white, not blue at all. i was really excited about these ""high performance"" bulbs, but it was all hype. packaging, marketing, high price, make them seem ""better"" than the rest. they don't look anything like real hid's. anyone who would confuse the two must be blind, or just retarded. do not buy. you have been warned.",1
napa automotive in my area (rapid city sd and surrounding towns) is selling mobil pure synthetic for $. a quart - that's a good deal. do not know how long the sale will last but worth a shot.,0
"after reading all the info i could find, purchasing these plugs seemed the right thing to do, despite the increased expense. i have a honda odyssey, k miles, top mechanical condition. the plugs provided about . mpg more on a mile round trip. my biggest expected savings, though, will be realized in the plugs' longevity. we'll see.",0
"purchased pairs of these ton jacks from amazon. they look pretty solid, i have not had a chance to use them yet so i gave it stars. i'm sure it will hold up both ends of my honda crv perfectly. i will use for minor repairs, brakes, tire rotation, etc.",0
igloo has free shipping but the front is faux metal (silver plastic). if i had to do it over again i'd get the emerson (stainless front)emerson -bottle wine cooler - stainless steel-- $ shipping to nj. also the temp indicator is off; setting the unit to degrees yields degree wine --actron cp pockettherm infrared thermometer. i believe the pockettherm to be correct as it determined ice water to be / degrees.,0
"when i received the product, i was disappointed in the fabric it is made of. it is basically plastic over cardboard. none the less, i purchased, might as well use it. it is very convenient to have in the front seat. it is difficult to place or remove bottled water from the mesh pocket, i usually perform this at a red light. it does fit a standard manila size folder in the back pocket. the handles are great, the when loaded, this thing is fragile! in trying to rotate it for the first time, the driver side handles began to rip. my advice, either load it lightly or be mindful to support the bottom when rotating.",1
"works just like promised, so it's exactly what i need, but the first time i used it i turned off my car (which can normally power things while off), and proceeded to blow a fuse. just keep the car running and it works perfectly.",1
"this unit is a reliable beast. i suspect that direct buyers (no local dealer) might have difficulties getting their generator to peak perform, right off the pallet. this unit generally requires some fine tuning to run smoothly, and if you are not mechanically adept, buy a smaller unit with a honda. the generac motor has been around for a long time, and is a very reliable (as in better than the riding mower engines) power plant. it does need to be tuned to run with the demand. it has a controlled idle that jumps around a bit as your electrical load varies, but is normal. if you are not a tweaker, get the honda. (see above.) i converted my unit to tri-fuel, and use on natural gas. paid $ for the beast and about $ for the conversion kit. all copper windings, made in wisconsin. buy american when you can.",1
"there's nothing worse than having that ""service engine soon"" or ""check engine"" light come on. this scanner can give you some idea of what is going on under your car's hood. easy to attach connector and simple navigation screens. too bad it can't tell you how much the repairs will cost you!",1
i am not sure this did what it was supposed to do as my daughters car continued with the same issues.,0
"it's a nice looking helmet, and aside from the chinstrap, it fits well too. i read a review before i bought the helmet, and i agree w/ that review. the chin strap is in the wrong place, so it's more of a choker, than anything else. additionally, at highway speeds, chinstrap will loosen up, and the helmet will try to slide off; trying to readjust the chinstrap is near impossible. then the quick release on the chinstrap is unreliable; it holds securely when riding, you don't have to worry about that, but when you try to remove the helmet, maybe the quick release will release, maybe it won't.in the end, the only problem with the helmet is the chinstrap, but there are problems that i've had with the chinstrap, and unless the manufacturer can correct those deficiencies, your money is better spent on a different product.mike",1
"it's alright. i wish it would heat up faster. however, even when it isn't heating at all, the material feels warmer to my bum on a cold morning than the actual car seat, so there's a plus. i hate how poorly it stays in place. it should have a rubberized or sticky backside so i wouldn't have to battle each time i get into the car to avoid it sliding over. yes it has straps, but they are weak.",1
"it worked great the first few times, but stiffened and didn't absorb as well after a while. maybe i didn't care for it properly, but if that's the case then it requires a lot of work.",0
"this is my second helicoil kit and they are great. very pricey because i only needed one or two bolts but they were necessary.the insertion tool took a second to figure out because it was a semi-tight fit. they only have these for bigger bolts.if you already have a tap & die set, just buy the coils and not this whole kit. it requires a / drill bit which is a rather an odd ball size that only very complete sets have, otherwise it's like $ each. you can go a size up but i wanted more material to bite.note: you have to drill as straight as possible. i was hoping the drill would guide itself in the old hole but that's not always the case.",1
rated best polish in consumer magazine and probably is one of the best - the problem is it doesn't work unless driven by a human - who's going to invent a car polish that works by itself ;-),0
"overall, the product appears to be well built and sturdy. it took about an hour to assemble by myself. with help, it could easily be done in less than an hour. my only complaint is that the photo is misleading in two respects. first, it does not come with side rails. fortunately, i read an earlier review which noted that fact and was not surprised when it did not come with the side rails. second, the photos make it appear as if the carrier sits close to the bumper of your vehicle. that is not the case. in fact, this carrier sits out about twenty inches from the bumper of your vehicle. my guess is that it has to do with the hinge that allows the carrier to fold up. in any event, if i had any idea that it stuck out that far, i would have opted for the non-folding variety. but, other than that, the product appears to be sturdy and suitable for its purpose.",1
"shipping was extremely punctual! :>)i can't comment on the quality of this tool since i know nothing about it, but the hubby seemed happy!",0
"i'm glad that i had the money to buy the merchandise. everyone should invest into car alarm systems because at this point, people are stealing and you don't know what people will be doing in the future. it was a good buy and i am very pleased with my purchase. thank you for making an affordable purchase!",0
i have had faulty units right out of the box. the first would not hold a charge for more than a couple of days and that did not improve after cycling the battery a number of times. i returned it for a replacement and that nd unit never indicated a full charge - even after being on charge for several days. i am moving on to another brand.don't waste your time and money on these poor quality items.,1
the gloves included with my set were not the ones shown in the demo video but rather cheap clear plastic ones. tacky advertising to show something in the demo not included in the kit.,0
"i just bought and mounted this thing to my suzuki sv (motorcycle). it looks and sounds hilarious (which was the point). high output and classy sound from the model a design make for a unique horn. only downfall is the size. the massive resonance chamber is necesarry for optimal sound and may prove to be too big for an already crowded hood. i get strange looks at mine (mounted just to the side of my headlight), but i don't mind - i just blast them with db of oooogaconclusion: totally sweet, but too big.",1
"ordered saturday morning, shipped monday - _with signature required_ which delayed delivery a full day. got parts _thursday_ - from a vendor mi away. i don't think ""expedited"" bought me anything. beware the ""signature required"" gotcha. it was the right part at a good price, except for the 'special' handling. i'd buy from this vendor again, but they've slipped many places on my preference list, and i won't anything i need in a hurry.",0
"sssssssssllllllllloooooowwwwwwwwww.......seriously, if you are looking to upgrade your year old paperweight, then purchase this ram. if you are building a computer from the ground up, you can spend a few more dollars and get a much better product.",0
what i saw in the picture is not what i got. mine is all black and has much longer valve tube.this is a h-u-g-e gauge and more suitable for home use than carrying along on the road. very good valve stem fitment and it rotates too. dial has somewhat cheesy plastic feel but does show accurate pressure (makes me realize my trusted little portable accutire gauge is in fact off by psi.) bleed valve is a nice feature but don't expect a precision feel. four stars!,1
"having just returned from home depot, the overwhelming majority of generators have a gallon gas tank - only at watts does the tank go up to . gallons. my rating of stars is just to get this to post - i have not purchased the generator (yet), but am considering it.",0
this hammer is so lite and skinny it would hurt your hand to use it to break a window. the head of it is not very big or heavy.,0
"poor sound quality. after five months, tray has started sticking. i contacted amazon, hoping not to get caught in the manufactures black hole of 'after a month its your problem' and was surprised that someone from some special unit(in amazon) would give me a call to work something out. never happened!!!! still waiting!",0
there is not instructions manual. the product came in just what you see in the picture. i still have no idea how to use it. doesn't seem complicated but appearently there's something missing,0
"bought this for jumping off my second vehicle which oftens goes several weeks without being driven and for powering small devices when camping. worked fine for jumping off the vehicle; however, used the unit to power an electrically powered air mattress inflator and it did fine. went to plug in the small fan and nothing. for whatever reason, the electrical outlets do not work now. tried everything.follow up:just received my second unit. charged it hours. plugged in regular size box fan and the unit's electrical outlet status light starts blinking green and shuts down after less than minutes. plugged in a small desk top fan and the same thing. even plugged just my answering machine in and the same thing. black and decker must have issued a bad batch since most other reviews are positive.amazon has been truly amazing. they shipped the replacement model which i received three business days after filing for a return and even had ups pick up the original one.",1
"we ordered this generator to take camping and like its size and portability. it has served our purpose just fine and does everything just as advertised. the cost was reasonable and delivery was quick. i recommend the portable generator to anyone who needs portable, low cost electricity.",1
i bought it because it was cheap. how can one tell if the product is good stabilizer is stabilizer. go for the price.,0
"harder to use than a traditional tire gauge. i've had trouble making tight seals with its built in rubber nozzle gasket, and overall therefore readings have varied. i'd just as soon buy a regular gauge next time, though this one does indeed *look* slick.",1
"i love this oil! it is for the money, hands down the best. it feels good when i get some of it on my legs on a hot summer day. some people shy away from such a controversial product but i would have no other oil on my hands and feet. give it a try!",0
i have used weather terch matts in all my company vehicles for years. wonderful matts for the money. i ordered a complete set of black front and rear matts for a pontiac vibe and get a single shipment of rear tan matts only. the item description and additional pictures showed both the front and rear matts. i have spent thousands of dollars with amazon and find the abilty not to be able to contact and resolve a return with the circumstances that it was the sellers mistake and then be charged for return shipping out of the ordinary.,1
"even after using the does this fit my car information and being told it does fit my dodge ram , it doesn't without a wiring adaptor from reese part number . the information on this item said just plug it in and it will work. this is not possible with the connector on the unit.amazon needs to review the other controllers for missing or misleading information.",0
